Order_ID,Order_Date,Order_Time,Customer_ID,Product,Category,Region,City,Sales_Channel,Payment_Mode,Quantity,Unit_Price,Discount_Percent,Revenue,Discount_Amount,Net_Sales,Cost,Profit
561272,12-02-2023,13:11:00,48363,Smartphone,Office Equipment,North,Delhi,Retail Store,Debit Card,13,33737,18,438581,78944.58,359636.42,252024.61,107611.81
561273,12-02-2023,13:12:00,57037,Camera,Furniture,North,Kolkata,Retail Store,UPI,14,57718,20,808052,161610.4,646441.6,407514.12,238927.48
561274,12-02-2023,13:13:00,62026,Printer,Office Equipment,South,Delhi,Online,Debit Card,11,13903,0,152933,0,152933,123814.82,29118.18
561275,12-02-2023,13:14:00,65297,Keyboard,Office Equipment,East,Bangalore,Online,Cash,3,52741,28,158223,44302.44,113920.56,91653.83,22266.73
561276,12-02-2023,13:15:00,16414,Printer,Furniture,South,Bangalore,Retail Store,Credit Card,3,97244,15,291732,43759.8,247972.2,183618.96,64353.24
561277,12-02-2023,13:16:00,35527,Printer,Accessories,South,Mumbai,Retail Store,Debit Card,3,98184,27,294552,79529.04,215022.96,127664.31,87358.65
561278,12-02-2023,13:17:00,42473,Laptop,Accessories,South,Indore,Distributor,Debit Card,9,75021,9,675189,60767.01,614421.99,439231.33,175190.66
561279,12-02-2023,13:18:00,23618,Desk,Electronics,North,Pune,Retail Store,Debit Card,1,43802,0,43802,0,43802,34345.57,9456.43
561280,12-02-2023,13:19:00,49539,Laptop,Furniture,North,Chennai,Distributor,Net Banking,10,99774,27,997740,269389.8,728350.2,446100.51,282249.69
561281,12-02-2023,13:20:00,98785,Printer,Electronics,East,Jaipur,Online,Debit Card,3,39596,15,118788,17818.2,100969.8,66530.45,34439.35
561282,12-02-2023,13:21:00,13565,Laptop,Furniture,East,Bangalore,Retail Store,Debit Card,3,57867,24,173601,41664.24,131936.76,94013.09,37923.67
561283,12-02-2023,13:22:00,58021,Desk,Furniture,East,Bangalore,Retail Store,Net Banking,10,66432,9,664320,59788.8,604531.2,356939.82,247591.38
561284,12-02-2023,13:23:00,99802,Office Chair,Accessories,South,Delhi,Retail Store,Cash,12,85280,3,1023360,30700.8,992659.2,753192.5,239466.7
561285,12-02-2023,13:24:00,93300,Camera,Accessories,North,Jaipur,Distributor,Cash,7,80456,21,563192,118270.32,444921.68,303761.56,141160.12
561286,12-02-2023,13:25:00,60085,Printer,Accessories,South,Bangalore,Retail Store,Credit Card,11,49705,12,546755,65610.6,481144.4,398300.36,82844.04
561287,12-02-2023,13:26:00,32058,Camera,Office Equipment,East,Bangalore,Distributor,UPI,14,107154,8,1500156,120012.48,1380143.52,1052576.51,327567.01
561288,12-02-2023,13:27:00,19933,Printer,Furniture,West,Chennai,Retail Store,UPI,7,38558,15,269906,40485.9,229420.1,152661.79,76758.31
561289,12-02-2023,13:28:00,76112,Desk,Electronics,West,Pune,Online,Cash,13,15560,6,202280,12136.8,190143.2,111023.01,79120.19
561290,12-02-2023,13:29:00,88465,Laptop,Accessories,West,Pune,Online,UPI,4,27324,31,109296,33881.76,75414.24,58474.51,16939.73
561291,12-02-2023,13:30:00,66865,Desk,Furniture,East,Delhi,Distributor,Net Banking,11,64900,11,713900,78529,635371,438560.76,196810.24
561292,12-02-2023,13:31:00,11484,Laptop,Electronics,West,Kolkata,Retail Store,Net Banking,10,69523,10,695230,69523,625707,428886.05,196820.95
561293,12-02-2023,13:32:00,69558,Laptop,Furniture,East,Bangalore,Distributor,Cash,2,55284,7,110568,7739.76,102828.24,68873.3,33954.94
561294,12-02-2023,13:33:00,19637,Monitor,Furniture,West,Pune,Distributor,Cash,6,31912,7,191472,13403.04,178068.96,116452.83,61616.13
561295,12-02-2023,13:34:00,80833,Laptop,Furniture,East,Indore,Retail Store,Net Banking,4,113794,27,455176,122897.52,332278.48,239293.43,92985.05
561296,12-02-2023,13:35:00,81563,Smartphone,Furniture,South,Delhi,Online,Credit Card,13,81253,12,1056289,126754.68,929534.32,762904.39,166629.93
561297,12-02-2023,13:36:00,98198,Tablet,Electronics,North,Delhi,Retail Store,Cash,12,117977,7,1415724,99100.68,1316623.32,845943.62,470679.7
561298,12-02-2023,13:37:00,60617,Tablet,Office Equipment,East,Delhi,Retail Store,Debit Card,10,94106,2,941060,18821.2,922238.8,556031.27,366207.53
561299,12-02-2023,13:38:00,67138,Tablet,Office Equipment,South,Jaipur,Distributor,Cash,2,31627,21,63254,13283.34,49970.66,40185.82,9784.84
561300,12-02-2023,13:39:00,73312,Tablet,Furniture,East,Chennai,Distributor,UPI,3,31002,15,93006,13950.9,79055.1,65703.64,13351.46
561301,12-02-2023,13:40:00,39034,Desk,Office Equipment,East,Jaipur,Distributor,Cash,5,78443,19,392215,74520.85,317694.15,195577.38,122116.77
561302,12-02-2023,13:41:00,50162,Office Chair,Electronics,South,Kolkata,Online,Debit Card,10,6079,3,60790,1823.7,58966.3,43243.26,15723.04
561303,12-02-2023,13:42:00,46608,Camera,Electronics,North,Pune,Distributor,Net Banking,4,16412,24,65648,15755.52,49892.48,42401.85,7490.63
561304,12-02-2023,13:43:00,43535,Laptop,Office Equipment,East,Indore,Retail Store,Cash,1,50098,19,50098,9518.62,40579.38,31488.95,9090.43
561305,12-02-2023,13:44:00,78214,Tablet,Electronics,East,Chennai,Online,Cash,8,111012,7,888096,62166.72,825929.28,679914.98,146014.3
561306,12-02-2023,13:45:00,19593,Printer,Accessories,East,Delhi,Distributor,Debit Card,14,28008,10,392112,39211.2,352900.8,241741.5,111159.3
561307,12-02-2023,13:46:00,98072,Printer,Furniture,South,Delhi,Retail Store,Debit Card,14,92476,0,1294664,0,1294664,1051373.99,243290.01
561308,12-02-2023,13:47:00,81867,Laptop,Office Equipment,South,Kolkata,Online,UPI,10,15090,4,150900,6036,144864,100538.92,44325.08
561309,12-02-2023,13:48:00,66530,Keyboard,Furniture,East,Bangalore,Distributor,Debit Card,3,104561,15,313683,47052.45,266630.55,168028.5,98602.05
561310,12-02-2023,13:49:00,57914,Monitor,Furniture,North,Kolkata,Online,Net Banking,8,35208,22,281664,61966.08,219697.92,134727.04,84970.88
561311,12-02-2023,13:50:00,28600,Keyboard,Electronics,West,Kolkata,Retail Store,UPI,4,14337,0,57348,0,57348,38393.75,18954.25
561312,12-02-2023,13:51:00,35568,Camera,Office Equipment,North,Chennai,Retail Store,Credit Card,10,18590,15,185900,27885,158015,94399.86,63615.14
561313,12-02-2023,13:52:00,17192,Office Chair,Furniture,East,Delhi,Online,Cash,2,92207,0,184414,0,184414,117102.76,67311.24
561314,12-02-2023,13:53:00,64738,Desk,Furniture,South,Pune,Distributor,Net Banking,1,68092,27,68092,18384.84,49707.16,41242.75,8464.41
561315,12-02-2023,13:54:00,15636,Tablet,Furniture,West,Indore,Distributor,Credit Card,1,33183,8,33183,2654.64,30528.36,24633.77,5894.59
561316,12-02-2023,13:55:00,34116,Office Chair,Accessories,North,Mumbai,Retail Store,Cash,8,114389,0,915112,0,915112,608211.3,306900.7
561317,12-02-2023,13:56:00,95211,Desk,Furniture,East,Mumbai,Retail Store,Cash,7,112955,12,790685,94882.2,695802.8,450796.98,245005.82
561318,12-02-2023,13:57:00,34750,Camera,Office Equipment,South,Chennai,Online,UPI,5,52997,19,264985,50347.15,214637.85,169664.95,44972.9
561319,12-02-2023,13:58:00,64975,Smartphone,Furniture,South,Jaipur,Retail Store,Debit Card,2,58989,4,117978,4719.12,113258.88,89408.1,23850.78
561320,12-02-2023,13:59:00,96470,Smartphone,Electronics,South,Jaipur,Retail Store,Debit Card,11,106036,24,1166396,279935.04,886460.96,636813.82,249647.14
561321,12-02-2023,14:00:00,69424,Smartphone,Furniture,West,Delhi,Distributor,Cash,2,50296,7,100592,7041.44,93550.56,54779.44,38771.12
561322,12-02-2023,14:01:00,58711,Headphones,Electronics,West,Delhi,Online,Debit Card,13,113061,1,1469793,14697.93,1455095.07,1228558.12,226536.95
561323,12-02-2023,14:02:00,62027,Headphones,Furniture,North,Kolkata,Retail Store,Debit Card,2,34917,6,69834,4190.04,65643.96,36339.91,29304.05
561324,12-02-2023,14:03:00,92578,Headphones,Furniture,East,Indore,Retail Store,Net Banking,12,14042,30,168504,50551.2,117952.8,70335.6,47617.2
561325,12-02-2023,14:04:00,44498,Headphones,Office Equipment,North,Bangalore,Online,Credit Card,9,70182,6,631638,37898.28,593739.72,433189.96,160549.76
561326,12-02-2023,14:05:00,51528,Office Chair,Electronics,North,Mumbai,Distributor,Net Banking,3,67013,14,201039,28145.46,172893.54,126438.87,46454.67
561327,12-02-2023,14:06:00,98380,Laptop,Furniture,South,Mumbai,Distributor,Net Banking,3,119130,6,357390,21443.4,335946.6,245124.75,90821.85
561328,12-02-2023,14:07:00,21112,Monitor,Furniture,East,Delhi,Online,Cash,6,2417,17,14502,2465.34,12036.66,8782.69,3253.97
561329,12-02-2023,14:08:00,38106,Keyboard,Office Equipment,North,Delhi,Distributor,Cash,10,97068,31,970680,300910.8,669769.2,485286.91,184482.29
561330,12-02-2023,14:09:00,45978,Office Chair,Electronics,West,Indore,Retail Store,UPI,7,4764,6,33348,2000.88,31347.12,18556.38,12790.74
561331,12-02-2023,14:10:00,49909,Headphones,Furniture,West,Jaipur,Distributor,Cash,7,36704,23,256928,59093.44,197834.56,123971.39,73863.17
561332,12-02-2023,14:11:00,29900,Office Chair,Furniture,West,Jaipur,Retail Store,UPI,8,76919,10,615352,61535.2,553816.8,439416.85,114399.95
561333,12-02-2023,14:12:00,44188,Smartphone,Accessories,North,Jaipur,Online,UPI,3,88496,22,265488,58407.36,207080.64,140108.66,66971.98
561334,12-02-2023,14:13:00,10239,Desk,Accessories,South,Indore,Distributor,Net Banking,2,53463,16,106926,17108.16,89817.84,56941.91,32875.93
561335,12-02-2023,14:14:00,36351,Keyboard,Office Equipment,West,Pune,Retail Store,Credit Card,3,92865,20,278595,55719,222876,187969.83,34906.17
561336,12-02-2023,14:15:00,90640,Headphones,Office Equipment,East,Jaipur,Distributor,Credit Card,3,103799,19,311397,59165.43,252231.57,203665.4,48566.17
561337,12-02-2023,14:16:00,23188,Camera,Electronics,East,Kolkata,Retail Store,UPI,7,106206,10,743442,74344.2,669097.8,391418.28,277679.52
561338,12-02-2023,14:17:00,66705,Desk,Office Equipment,North,Indore,Distributor,UPI,1,55607,27,55607,15013.89,40593.11,28983.19,11609.92
561339,12-02-2023,14:18:00,16183,Keyboard,Office Equipment,West,Indore,Retail Store,Debit Card,11,102258,30,1124838,337451.4,787386.6,486781.33,300605.27
561340,12-02-2023,14:19:00,33544,Smartphone,Office Equipment,North,Pune,Online,Cash,1,43261,11,43261,4758.71,38502.29,21451.14,17051.15
561341,12-02-2023,14:20:00,78629,Printer,Furniture,West,Jaipur,Distributor,UPI,7,76202,10,533414,53341.4,480072.6,269489.02,210583.58
561342,12-02-2023,14:21:00,37778,Camera,Accessories,East,Indore,Retail Store,Net Banking,7,94875,33,664125,219161.25,444963.75,368275.34,76688.41
561343,12-02-2023,14:22:00,81909,Laptop,Electronics,East,Chennai,Online,UPI,5,117064,32,585320,187302.4,398017.6,262740.55,135277.05
561344,12-02-2023,14:23:00,14594,Tablet,Office Equipment,South,Chennai,Online,Debit Card,4,45924,19,183696,34902.24,148793.76,105899.85,42893.91
561345,12-02-2023,14:24:00,31971,Monitor,Office Equipment,East,Chennai,Online,Net Banking,13,67046,16,871598,139455.68,732142.32,476934.39,255207.93
561346,12-02-2023,14:25:00,43247,Headphones,Office Equipment,North,Delhi,Distributor,Credit Card,1,111399,14,111399,15595.86,95803.14,54460.1,41343.04
561347,12-02-2023,14:26:00,47060,Keyboard,Office Equipment,West,Kolkata,Distributor,Debit Card,10,116522,34,1165220,396174.8,769045.2,590709.29,178335.91
561348,12-02-2023,14:27:00,19542,Laptop,Accessories,West,Bangalore,Distributor,UPI,9,106890,22,962010,211642.2,750367.8,631788.27,118579.53
561349,12-02-2023,14:28:00,95749,Desk,Furniture,West,Mumbai,Retail Store,Debit Card,7,16483,6,115381,6922.86,108458.14,62948.22,45509.92
561350,12-02-2023,14:29:00,58656,Printer,Furniture,West,Jaipur,Online,Cash,5,88713,24,443565,106455.6,337109.4,219822.12,117287.28
561351,12-02-2023,14:30:00,67373,Desk,Electronics,West,Mumbai,Retail Store,Debit Card,2,74399,8,148798,11903.84,136894.16,76230.9,60663.26
561352,12-02-2023,14:31:00,58037,Tablet,Accessories,South,Bangalore,Online,Cash,3,77696,22,233088,51279.36,181808.64,102632.13,79176.51
561353,12-02-2023,14:32:00,64024,Tablet,Electronics,West,Jaipur,Distributor,Debit Card,1,110097,1,110097,1100.97,108996.03,79578.59,29417.44
561354,12-02-2023,14:33:00,20027,Desk,Furniture,South,Pune,Distributor,UPI,9,55271,27,497439,134308.53,363130.47,298621.59,64508.88
561355,12-02-2023,14:34:00,80440,Office Chair,Office Equipment,West,Delhi,Retail Store,Debit Card,1,33590,7,33590,2351.3,31238.7,21732.25,9506.45
561356,12-02-2023,14:35:00,60468,Camera,Office Equipment,North,Pune,Distributor,Net Banking,7,54116,31,378812,117431.72,261380.28,196720.13,64660.15
561357,12-02-2023,14:36:00,68556,Smartphone,Office Equipment,South,Chennai,Online,Credit Card,9,32919,34,296271,100732.14,195538.86,158750.33,36788.53
561358,12-02-2023,14:37:00,41216,Keyboard,Office Equipment,North,Chennai,Retail Store,Debit Card,1,73650,16,73650,11784,61866,35818.63,26047.37
561359,12-02-2023,14:38:00,61014,Monitor,Accessories,East,Delhi,Online,UPI,11,63685,11,700535,77058.85,623476.15,490092.53,133383.62
561360,12-02-2023,14:39:00,33147,Headphones,Accessories,West,Jaipur,Distributor,Debit Card,3,74239,7,222717,15590.19,207126.81,144728.39,62398.42
561361,12-02-2023,14:40:00,88458,Keyboard,Furniture,North,Pune,Retail Store,Debit Card,1,101676,13,101676,13217.88,88458.12,62025.2,26432.92
561362,12-02-2023,14:41:00,62225,Camera,Electronics,South,Indore,Distributor,Debit Card,4,2299,16,9196,1471.36,7724.64,5165.94,2558.7
561363,12-02-2023,14:42:00,72822,Office Chair,Accessories,West,Kolkata,Retail Store,Net Banking,6,17054,1,102324,1023.24,101300.76,77062.67,24238.09
561364,12-02-2023,14:43:00,46932,Camera,Accessories,South,Bangalore,Retail Store,Debit Card,8,108586,1,868688,8686.88,860001.12,568800.44,291200.68
561365,12-02-2023,14:44:00,51212,Camera,Accessories,West,Kolkata,Online,UPI,11,16063,18,176693,31804.74,144888.26,115335.5,29552.76
561366,12-02-2023,14:45:00,62709,Monitor,Electronics,East,Indore,Online,UPI,14,87803,7,1229242,86046.94,1143195.06,692553.81,450641.25
561367,12-02-2023,14:46:00,29071,Tablet,Furniture,South,Pune,Retail Store,Debit Card,12,67029,14,804348,112608.72,691739.28,536776.48,154962.8
561368,12-02-2023,14:47:00,37448,Tablet,Office Equipment,East,Mumbai,Online,UPI,10,67007,24,670070,160816.8,509253.2,340804.06,168449.14
561369,12-02-2023,14:48:00,77574,Office Chair,Furniture,North,Pune,Retail Store,Credit Card,12,39909,29,478908,138883.32,340024.68,235879.39,104145.29
561370,12-02-2023,14:49:00,92533,Desk,Office Equipment,North,Indore,Online,Net Banking,3,45702,7,137106,9597.42,127508.58,76212.2,51296.38
561371,12-02-2023,14:50:00,84611,Office Chair,Electronics,South,Mumbai,Retail Store,Net Banking,8,59552,19,476416,90519.04,385896.96,214984.88,170912.08
561372,12-02-2023,14:51:00,49314,Tablet,Furniture,East,Mumbai,Online,Debit Card,11,14957,23,164527,37841.21,126685.79,80354.71,46331.08
561373,12-02-2023,14:52:00,99652,Monitor,Furniture,West,Chennai,Retail Store,UPI,4,2620,14,10480,1467.2,9012.8,7354.22,1658.58
561374,12-02-2023,14:53:00,87876,Smartphone,Electronics,South,Kolkata,Distributor,Net Banking,10,23991,33,239910,79170.3,160739.7,88478.08,72261.62
561375,12-02-2023,14:54:00,76127,Printer,Electronics,South,Mumbai,Online,UPI,4,7407,25,29628,7407,22221,13952.19,8268.81
561376,12-02-2023,14:55:00,69777,Headphones,Accessories,North,Kolkata,Online,Cash,6,117483,33,704898,232616.34,472281.66,309205.24,163076.42
561377,12-02-2023,14:56:00,18283,Laptop,Electronics,North,Chennai,Online,UPI,9,113021,33,1017189,335672.37,681516.63,488657.58,192859.05
561378,12-02-2023,14:57:00,81820,Desk,Accessories,East,Chennai,Distributor,Debit Card,10,54656,23,546560,125708.8,420851.2,236974.52,183876.68
561379,12-02-2023,14:58:00,86558,Camera,Electronics,West,Pune,Distributor,Credit Card,1,27996,2,27996,559.92,27436.08,21715,5721.08
561380,12-02-2023,14:59:00,24830,Camera,Accessories,West,Jaipur,Online,UPI,14,62924,31,880936,273090.16,607845.84,405986.58,201859.26
561381,12-02-2023,15:00:00,14341,Headphones,Accessories,North,Delhi,Online,Cash,9,22760,26,204840,53258.4,151581.6,120197.42,31384.18
561382,12-02-2023,15:01:00,53216,Tablet,Office Equipment,South,Jaipur,Retail Store,Credit Card,9,118316,11,1064844,117132.84,947711.16,574045.4,373665.76
561383,12-02-2023,15:02:00,32007,Keyboard,Furniture,West,Bangalore,Online,Credit Card,9,14736,1,132624,1326.24,131297.76,99503.49,31794.27
561384,12-02-2023,15:03:00,28401,Printer,Office Equipment,East,Pune,Retail Store,Credit Card,12,73621,30,883452,265035.6,618416.4,406767.18,211649.22
561385,12-02-2023,15:04:00,50356,Monitor,Office Equipment,North,Kolkata,Online,Cash,14,4563,25,63882,15970.5,47911.5,31114.86,16796.64
561386,12-02-2023,15:05:00,87044,Smartphone,Furniture,North,Indore,Online,Debit Card,10,100520,23,1005200,231196,774004,463640.51,310363.49
561387,12-02-2023,15:06:00,41946,Office Chair,Furniture,South,Jaipur,Retail Store,Cash,6,45789,18,274734,49452.12,225281.88,131893.86,93388.02
561388,12-02-2023,15:07:00,92762,Headphones,Office Equipment,North,Pune,Online,UPI,5,6224,20,31120,6224,24896,19099.42,5796.58
561389,12-02-2023,15:08:00,59890,Smartphone,Accessories,South,Bangalore,Retail Store,Net Banking,14,111757,1,1564598,15645.98,1548952.02,971715.37,577236.65
561390,12-02-2023,15:09:00,14894,Headphones,Furniture,North,Mumbai,Online,Credit Card,10,10602,13,106020,13782.6,92237.4,76641.93,15595.47
561391,12-02-2023,15:10:00,53984,Desk,Electronics,North,Jaipur,Retail Store,Cash,4,30211,17,120844,20543.48,100300.52,77736.45,22564.07
561392,12-02-2023,15:11:00,72543,Laptop,Accessories,East,Indore,Online,Credit Card,11,23431,2,257741,5154.82,252586.18,203809.64,48776.54
561393,12-02-2023,15:12:00,17080,Desk,Electronics,North,Mumbai,Retail Store,Debit Card,4,3189,29,12756,3699.24,9056.76,6227.09,2829.67
561394,12-02-2023,15:13:00,24840,Monitor,Furniture,West,Bangalore,Retail Store,Net Banking,10,117264,13,1172640,152443.2,1020196.8,652538.4,367658.4
561395,12-02-2023,15:14:00,94967,Printer,Electronics,West,Jaipur,Retail Store,UPI,13,119074,30,1547962,464388.6,1083573.4,847705.8,235867.6
561396,12-02-2023,15:15:00,18441,Printer,Accessories,West,Delhi,Retail Store,UPI,7,108347,15,758429,113764.35,644664.65,422285.09,222379.56
561397,12-02-2023,15:16:00,85915,Laptop,Furniture,East,Kolkata,Retail Store,Credit Card,1,39142,2,39142,782.84,38359.16,21231.26,17127.9
561398,12-02-2023,15:17:00,16883,Desk,Furniture,East,Indore,Retail Store,UPI,13,24351,33,316563,104465.79,212097.21,151194.96,60902.25
561399,12-02-2023,15:18:00,82756,Camera,Furniture,North,Pune,Distributor,Credit Card,13,2547,5,33111,1655.55,31455.45,21301.81,10153.64
561400,12-02-2023,15:19:00,28396,Office Chair,Accessories,East,Kolkata,Retail Store,UPI,3,94955,15,284865,42729.75,242135.25,161357.44,80777.81
561401,12-02-2023,15:20:00,79910,Monitor,Office Equipment,South,Chennai,Retail Store,Net Banking,14,67046,17,938644,159569.48,779074.52,574932.02,204142.5
561402,12-02-2023,15:21:00,79638,Office Chair,Electronics,West,Jaipur,Retail Store,UPI,13,86016,6,1118208,67092.48,1051115.52,615266.05,435849.47
561403,12-02-2023,15:22:00,67495,Laptop,Electronics,North,Pune,Distributor,Cash,9,68380,18,615420,110775.6,504644.4,296095.22,208549.18
561404,12-02-2023,15:23:00,96153,Desk,Accessories,South,Indore,Distributor,UPI,11,45099,19,496089,94256.91,401832.09,238625.39,163206.7
561405,12-02-2023,15:24:00,39328,Smartphone,Furniture,North,Chennai,Distributor,Debit Card,5,70811,7,354055,24783.85,329271.15,202026.85,127244.3
561406,12-02-2023,15:25:00,19031,Keyboard,Accessories,West,Pune,Online,Net Banking,6,85905,24,515430,123703.2,391726.8,286105.66,105621.14
561407,12-02-2023,15:26:00,67864,Laptop,Accessories,West,Mumbai,Retail Store,Debit Card,8,86011,15,688088,103213.2,584874.8,367663.69,217211.11
561408,12-02-2023,15:27:00,10065,Headphones,Electronics,East,Bangalore,Distributor,Debit Card,4,102227,28,408908,114494.24,294413.76,166899.61,127514.15
561409,12-02-2023,15:28:00,10015,Keyboard,Furniture,East,Bangalore,Online,Cash,3,35551,19,106653,20264.07,86388.93,64361.85,22027.08
561410,12-02-2023,15:29:00,15847,Camera,Office Equipment,West,Chennai,Online,Cash,4,78973,14,315892,44224.88,271667.12,167100.14,104566.98
561411,12-02-2023,15:30:00,27934,Monitor,Office Equipment,North,Chennai,Online,Credit Card,13,115864,31,1506232,466931.92,1039300.08,792056.99,247243.09
561412,12-02-2023,15:31:00,82100,Tablet,Office Equipment,North,Delhi,Retail Store,Debit Card,9,105644,31,950796,294746.76,656049.24,442322.79,213726.45
561413,12-02-2023,15:32:00,95623,Monitor,Electronics,North,Chennai,Online,Debit Card,9,3913,26,35217,9156.42,26060.58,15462.25,10598.33
561414,12-02-2023,15:33:00,84050,Monitor,Furniture,North,Jaipur,Online,Net Banking,4,10633,20,42532,8506.4,34025.6,18905.05,15120.55
561415,12-02-2023,15:34:00,57784,Monitor,Accessories,North,Jaipur,Online,Cash,12,51159,16,613908,98225.28,515682.72,406402.1,109280.62
561416,12-02-2023,15:35:00,71867,Office Chair,Furniture,South,Delhi,Distributor,Debit Card,14,22691,11,317674,34944.14,282729.86,171194.56,111535.3
561417,12-02-2023,15:36:00,64621,Tablet,Office Equipment,East,Indore,Distributor,Cash,2,81217,1,162434,1624.34,160809.66,104948.58,55861.08
561418,12-02-2023,15:37:00,83759,Printer,Office Equipment,West,Delhi,Retail Store,UPI,5,19337,32,96685,30939.2,65745.8,46951.97,18793.83
561419,12-02-2023,15:38:00,31016,Laptop,Electronics,North,Chennai,Distributor,Debit Card,7,94644,24,662508,159001.92,503506.08,393346.76,110159.32
561420,12-02-2023,15:39:00,88649,Headphones,Furniture,West,Pune,Retail Store,Credit Card,1,98142,20,98142,19628.4,78513.6,47684.48,30829.12
561421,12-02-2023,15:40:00,34135,Tablet,Accessories,South,Kolkata,Retail Store,Cash,10,68358,0,683580,0,683580,543119.49,140460.51
561422,12-02-2023,15:41:00,82175,Laptop,Accessories,South,Kolkata,Retail Store,Debit Card,11,119673,1,1316403,13164.03,1303238.97,777985.44,525253.53
561423,12-02-2023,15:42:00,35377,Desk,Electronics,West,Kolkata,Distributor,Debit Card,3,70023,27,210069,56718.63,153350.37,118310.9,35039.47
561424,12-02-2023,15:43:00,57822,Camera,Furniture,South,Jaipur,Retail Store,Debit Card,10,107032,6,1070320,64219.2,1006100.8,813270.38,192830.42
561425,12-02-2023,15:44:00,55620,Office Chair,Office Equipment,West,Chennai,Online,Debit Card,4,98104,10,392416,39241.6,353174.4,206588.12,146586.28
561426,12-02-2023,15:45:00,66058,Desk,Electronics,West,Bangalore,Retail Store,Cash,10,39405,1,394050,3940.5,390109.5,259966.39,130143.11
561427,12-02-2023,15:46:00,13958,Desk,Accessories,West,Pune,Online,UPI,4,114371,26,457484,118945.84,338538.16,253669.37,84868.79
561428,12-02-2023,15:47:00,45850,Camera,Accessories,South,Delhi,Retail Store,Credit Card,2,113958,30,227916,68374.8,159541.2,125387.08,34154.12
561429,12-02-2023,15:48:00,76640,Headphones,Electronics,South,Kolkata,Distributor,Credit Card,3,82941,3,248823,7464.69,241358.31,196806.12,44552.19
561430,12-02-2023,15:49:00,80836,Printer,Office Equipment,East,Kolkata,Retail Store,UPI,3,95569,33,286707,94613.31,192093.69,127145.86,64947.83
561431,12-02-2023,15:50:00,96872,Keyboard,Office Equipment,East,Chennai,Online,Debit Card,11,44983,34,494813,168236.42,326576.58,206312.34,120264.24
561432,12-02-2023,15:51:00,23358,Printer,Electronics,South,Delhi,Online,UPI,8,41198,21,329584,69212.64,260371.36,187945.32,72426.04
561433,12-02-2023,15:52:00,83594,Camera,Electronics,East,Kolkata,Retail Store,Net Banking,7,80424,32,562968,180149.76,382818.24,315923.92,66894.32
561434,12-02-2023,15:53:00,58553,Headphones,Electronics,East,Delhi,Online,Debit Card,11,1357,9,14927,1343.43,13583.57,10127.05,3456.52
561435,12-02-2023,15:54:00,38764,Monitor,Office Equipment,West,Jaipur,Distributor,Debit Card,14,5783,18,80962,14573.16,66388.84,48051.96,18336.88
561436,12-02-2023,15:55:00,91530,Smartphone,Electronics,South,Mumbai,Distributor,Cash,14,14138,20,197932,39586.4,158345.6,97383.09,60962.51
561437,12-02-2023,15:56:00,48274,Printer,Electronics,South,Kolkata,Retail Store,Cash,5,34771,3,173855,5215.65,168639.35,135403.25,33236.1
561438,12-02-2023,15:57:00,42535,Smartphone,Office Equipment,North,Jaipur,Retail Store,Net Banking,6,114048,24,684288,164229.12,520058.88,334439.4,185619.48
561439,12-02-2023,15:58:00,43864,Tablet,Office Equipment,West,Kolkata,Online,Credit Card,12,17454,31,209448,64928.88,144519.12,107942.21,36576.91
561440,12-02-2023,15:59:00,47555,Desk,Office Equipment,North,Chennai,Distributor,Net Banking,3,43448,17,130344,22158.48,108185.52,66078.79,42106.73
561441,12-02-2023,16:00:00,96067,Office Chair,Electronics,West,Chennai,Retail Store,Credit Card,6,32616,33,195696,64579.68,131116.32,90377.79,40738.53
561442,12-02-2023,16:01:00,34283,Tablet,Furniture,North,Jaipur,Retail Store,Credit Card,13,74046,31,962598,298405.38,664192.62,500126.36,164066.26
561443,12-02-2023,16:02:00,14989,Monitor,Furniture,South,Chennai,Online,Cash,1,16240,19,16240,3085.6,13154.4,10743.4,2411
561444,12-02-2023,16:03:00,79855,Desk,Accessories,West,Bangalore,Retail Store,Debit Card,7,55188,17,386316,65673.72,320642.28,257251.11,63391.17
561445,12-02-2023,16:04:00,78810,Monitor,Furniture,North,Indore,Online,Cash,10,54665,21,546650,114796.5,431853.5,359068.07,72785.43
561446,12-02-2023,16:05:00,31477,Monitor,Electronics,East,Delhi,Retail Store,UPI,8,7602,22,60816,13379.52,47436.48,33749.64,13686.84
561447,12-02-2023,16:06:00,90162,Headphones,Electronics,West,Delhi,Online,Net Banking,8,1769,22,14152,3113.44,11038.56,6171.15,4867.41
561448,12-02-2023,16:07:00,92514,Camera,Electronics,North,Pune,Distributor,Credit Card,6,12495,12,74970,8996.4,65973.6,44761.04,21212.56
561449,12-02-2023,16:08:00,44309,Keyboard,Electronics,East,Indore,Retail Store,Credit Card,3,15837,16,47511,7601.76,39909.24,22438.49,17470.75
561450,12-02-2023,16:09:00,60485,Tablet,Accessories,East,Delhi,Retail Store,UPI,10,31443,6,314430,18865.8,295564.2,228931.89,66632.31
561451,12-02-2023,16:10:00,39814,Desk,Accessories,South,Chennai,Retail Store,Net Banking,4,6757,11,27028,2973.08,24054.92,14275.83,9779.09
561452,12-02-2023,16:11:00,64437,Smartphone,Electronics,West,Chennai,Distributor,UPI,8,87966,3,703728,21111.84,682616.16,414086.69,268529.47
561453,12-02-2023,16:12:00,79307,Laptop,Furniture,North,Mumbai,Distributor,Credit Card,6,31055,14,186330,26086.2,160243.8,92431.43,67812.37
